GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 131072, iter: 2500, t: 38.7723, relres: 0.0256928, relerr: 1.53303
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 219, t: 14.8504, relres: 8.59316e-09, relerr: 1.46374e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 109, t: 7.8045, relres: 9.43019e-09, relerr: 1.61059e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 182, t: 13.1651, relres: 8.2886e-09, relerr: 1.41036e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 198, t: 13.7361, relres: 9.39853e-09, relerr: 1.60228e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 119, t: 8.84607, relres: 8.85408e-09, relerr: 1.51018e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 231, t: 16.0516, relres: 8.18874e-09, relerr: 1.39781e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 448, t: 33.1175, relres: 9.2165e-09, relerr: 1.57098e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 279, t: 20.2276, relres: 8.20636e-09, relerr: 1.39635e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 263, t: 18.7293, relres: 8.28847e-09, relerr: 1.41255e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 329, t: 22.7769, relres: 9.58349e-09, relerr: 1.62747e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 251, t: 17.9869, relres: 8.97371e-09, relerr: 1.53661e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 124, t: 8.99826, relres: 8.43678e-09, relerr: 1.43893e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 97, t: 7.52474, relres: 9.03751e-09, relerr: 1.47419e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 253, t: 19.6504, relres: 8.99778e-09, relerr: 1.46673e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 235, t: 20.2681, relres: 8.85383e-09, relerr: 1.44383e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 286, t: 22.8659, relres: 9.85763e-09, relerr: 1.61088e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 120, t: 9.36124, relres: 8.77865e-09, relerr: 1.43146e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 106, t: 8.88747, relres: 8.62788e-09, relerr: 1.40675e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 294, t: 22.3908, relres: 8.194e-09, relerr: 1.3385e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 179, t: 15.4423, relres: 8.43043e-09, relerr: 1.38068e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 269, t: 21.3461, relres: 9.27124e-09, relerr: 1.51543e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 105, t: 8.78105, relres: 8.13055e-09, relerr: 1.32494e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 94, t: 7.46019, relres: 9.27295e-09, relerr: 1.51031e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 159, t: 12.7442, relres: 9.25864e-09, relerr: 1.5116e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 107, t: 8.16019, relres: 9.33286e-09, relerr: 1.52175e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 124, t: 9.80259, relres: 8.96708e-09, relerr: 1.46475e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 89, t: 6.688, relres: 9.09624e-09, relerr: 1.48436e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 159, t: 12.0478, relres: 9.08677e-09, relerr: 1.48509e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 108, t: 8.11889, relres: 8.5158e-09, relerr: 1.39122e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 112, t: 8.97452, relres: 8.90466e-09, relerr: 1.44925e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 118, t: 9.58406, relres: 8.98726e-09, relerr: 1.46679e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 386, t: 30.0107, relres: 8.30274e-09, relerr: 1.35307e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 88, t: 6.65295, relres: 9.10182e-09, relerr: 1.48254e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 89, t: 6.84766, relres: 8.97709e-09, relerr: 1.46497e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 100, t: 7.56574, relres: 9.10881e-09, relerr: 1.48621e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 211, t: 17.0878, relres: 9.29499e-09, relerr: 1.51758e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 107, t: 8.35024, relres: 8.97161e-09, relerr: 1.46659e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 97, t: 7.41322, relres: 8.95053e-09, relerr: 1.45758e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 147, t: 11.8148, relres: 9.98249e-09, relerr: 1.62627e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 110, t: 9.08429, relres: 8.39037e-09, relerr: 1.36679e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 101, t: 8.06524, relres: 8.43022e-09, relerr: 1.37691e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 123, t: 9.60586, relres: 8.42088e-09, relerr: 1.37683e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 188, t: 14.7849, relres: 9.03404e-09, relerr: 1.4745e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 105, t: 8.42477, relres: 9.80109e-09, relerr: 1.5962e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 166, t: 12.8309, relres: 8.02576e-09, relerr: 1.31101e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 115, t: 9.50901, relres: 8.96932e-09, relerr: 1.46019e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 232, t: 18.7419, relres: 8.07573e-09, relerr: 1.31944e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 112, t: 9.05707, relres: 8.10159e-09, relerr: 1.3205e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 164, t: 13.0819, relres: 8.55096e-09, relerr: 1.39812e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 174, t: 13.8417, relres: 9.2577e-09, relerr: 1.51172e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 78, t: 5.91358, relres: 9.63714e-09, relerr: 1.57196e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 107, t: 8.0458, relres: 9.13475e-09, relerr: 1.48727e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 101, t: 7.85306, relres: 8.45016e-09, relerr: 1.3776e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 129, t: 10.0693, relres: 8.07241e-09, relerr: 1.31859e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 106, t: 8.43557, relres: 8.93668e-09, relerr: 1.46437e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 85, t: 6.83661, relres: 8.85162e-09, relerr: 1.4503e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 296, t: 24.0217, relres: 9.01299e-09, relerr: 1.47107e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 114, t: 8.67729, relres: 8.81872e-09, relerr: 1.43964e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 101, t: 8.18079, relres: 8.46046e-09, relerr: 1.38096e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 101, t: 7.89759, relres: 8.00456e-09, relerr: 1.30208e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 100, t: 8.00131, relres: 9.83149e-09, relerr: 1.60355e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 655360, iter: 189, t: 14.2918, relres: 8.87424e-09, relerr: 1.44769e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 174, t: 14.5347, relres: 8.82583e-09, relerr: 1.38779e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 175, t: 16.6705, relres: 8.81792e-09, relerr: 1.39054e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 70, t: 6.64773, relres: 9.52864e-09, relerr: 1.4961e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 172, t: 16.1665, relres: 9.76559e-09, relerr: 1.53881e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 120, t: 11.238, relres: 9.55614e-09, relerr: 1.50506e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 262, t: 26.2101, relres: 8.86269e-09, relerr: 1.39665e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 72, t: 10.5398, relres: 9.96778e-09, relerr: 1.56853e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 165, t: 24.1141, relres: 7.8237e-09, relerr: 1.23444e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 211, t: 21.4376, relres: 8.71467e-09, relerr: 1.37038e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 138, t: 15.0453, relres: 8.23073e-09, relerr: 1.30039e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 125, t: 14.8115, relres: 7.88759e-09, relerr: 1.24344e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 177, t: 20.16, relres: 7.96564e-09, relerr: 1.2556e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 75, t: 7.60356, relres: 8.94017e-09, relerr: 1.40618e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 133, t: 13.3236, relres: 8.52277e-09, relerr: 1.34475e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 70, t: 6.73552, relres: 9.63288e-09, relerr: 1.51083e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 102, t: 9.71929, relres: 9.56227e-09, relerr: 1.50468e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 351, t: 35.8501, relres: 8.65349e-09, relerr: 1.36257e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 73, t: 7.32186, relres: 8.64614e-09, relerr: 1.35906e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 158, t: 15.8581, relres: 8.14889e-09, relerr: 1.2809e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 161, t: 20.85, relres: 8.04766e-09, relerr: 1.26746e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 132, t: 16.6653, relres: 7.83765e-09, relerr: 1.23579e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 106, t: 10.3663, relres: 9.33937e-09, relerr: 1.47067e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 71, t: 6.80828, relres: 8.0599e-09, relerr: 1.26901e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 73, t: 6.53167, relres: 8.21204e-09, relerr: 1.29332e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 141, t: 12.6409, relres: 8.99761e-09, relerr: 1.4192e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 234, t: 20.6231, relres: 9.9642e-09, relerr: 1.57226e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 399, t: 37.9328, relres: 9.79189e-09, relerr: 1.54173e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 94, t: 8.79813, relres: 8.32438e-09, relerr: 1.31148e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 71, t: 6.70047, relres: 9.05997e-09, relerr: 1.42152e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 205, t: 18.1676, relres: 8.28389e-09, relerr: 1.30745e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 166, t: 16.1851, relres: 9.74927e-09, relerr: 1.53662e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 73, t: 7.28439, relres: 8.63327e-09, relerr: 1.35606e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 130, t: 12.8274, relres: 8.6613e-09, relerr: 1.36935e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 109, t: 9.83757, relres: 8.49978e-09, relerr: 1.34214e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 85, t: 7.67126, relres: 8.27574e-09, relerr: 1.30372e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 215, t: 18.992, relres: 8.66877e-09, relerr: 1.36636e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 104, t: 9.75596, relres: 8.99979e-09, relerr: 1.42254e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 138, t: 12.9152, relres: 9.94375e-09, relerr: 1.569e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 157, t: 14.6431, relres: 8.03203e-09, relerr: 1.26684e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 78, t: 7.36029, relres: 7.9774e-09, relerr: 1.25417e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 81, t: 7.92188, relres: 8.89055e-09, relerr: 1.39558e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 140, t: 14.6924, relres: 7.81534e-09, relerr: 1.23148e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 74, t: 6.82874, relres: 8.49314e-09, relerr: 1.3366e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 171, t: 15.0782, relres: 7.94156e-09, relerr: 1.25071e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 93, t: 8.96757, relres: 8.03854e-09, relerr: 1.265e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 194, t: 17.6073, relres: 9.93342e-09, relerr: 1.5634e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 78, t: 8.56973, relres: 9.13001e-09, relerr: 1.43507e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 201, t: 20.4157, relres: 8.82463e-09, relerr: 1.39475e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 123, t: 12.3057, relres: 8.80241e-09, relerr: 1.3843e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 720896, iter: 300, t: 31.539, relres: 8.6722e-09, relerr: 1.36328e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 77, t: 8.29928, relres: 7.70018e-09, relerr: 1.17548e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 85, t: 8.25495, relres: 9.21113e-09, relerr: 1.40653e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 77, t: 7.4036, relres: 9.13534e-09, relerr: 1.39644e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 66, t: 6.44, relres: 9.03221e-09, relerr: 1.37794e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 174, t: 17.3237, relres: 8.4418e-09, relerr: 1.29134e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 69, t: 9.30413, relres: 8.45168e-09, relerr: 1.29374e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 199, t: 19.0558, relres: 8.3121e-09, relerr: 1.27352e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 145, t: 13.533, relres: 8.03248e-09, relerr: 1.22584e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 78, t: 7.34331, relres: 8.1994e-09, relerr: 1.25582e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 74, t: 6.96937, relres: 9.09262e-09, relerr: 1.38767e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 71, t: 6.66528, relres: 8.34728e-09, relerr: 1.2759e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 75, t: 6.90707, relres: 8.32061e-09, relerr: 1.27022e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 68, t: 6.40848, relres: 9.15912e-09, relerr: 1.40205e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 86, t: 8.17097, relres: 7.68605e-09, relerr: 1.17423e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 95, t: 9.07051, relres: 8.72526e-09, relerr: 1.33558e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 222, t: 20.6815, relres: 8.79157e-09, relerr: 1.34776e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 90, t: 8.66013, relres: 8.52043e-09, relerr: 1.30234e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 168, t: 15.391, relres: 9.02487e-09, relerr: 1.38199e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 76, t: 7.2727, relres: 8.07292e-09, relerr: 1.23284e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 147, t: 13.4378, relres: 9.80153e-09, relerr: 1.50271e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 77, t: 7.36429, relres: 9.00123e-09, relerr: 1.37699e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 130, t: 11.7558, relres: 8.20516e-09, relerr: 1.25359e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 73, t: 6.98698, relres: 8.56062e-09, relerr: 1.30792e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 70, t: 6.70286, relres: 8.29533e-09, relerr: 1.26739e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 80, t: 7.74334, relres: 9.28527e-09, relerr: 1.4203e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 98, t: 9.05139, relres: 9.07688e-09, relerr: 1.38644e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 63, t: 5.73786, relres: 9.06409e-09, relerr: 1.38154e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 153, t: 15.0576, relres: 9.59213e-09, relerr: 1.46771e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 70, t: 6.74745, relres: 9.07794e-09, relerr: 1.38378e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 70, t: 7.18775, relres: 8.02844e-09, relerr: 1.22613e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 95, t: 9.59657, relres: 9.95423e-09, relerr: 1.52061e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 93, t: 9.33274, relres: 7.95213e-09, relerr: 1.21702e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 202, t: 19.6656, relres: 8.43401e-09, relerr: 1.29249e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 74, t: 7.3507, relres: 9.69839e-09, relerr: 1.48198e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 86, t: 8.22417, relres: 7.92216e-09, relerr: 1.21381e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 80, t: 7.58615, relres: 8.01571e-09, relerr: 1.22629e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 181, t: 17.1235, relres: 9.93169e-09, relerr: 1.51658e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 78, t: 7.45801, relres: 8.79306e-09, relerr: 1.34251e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 90, t: 8.63032, relres: 8.00055e-09, relerr: 1.22431e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 169, t: 16.358, relres: 9.42737e-09, relerr: 1.44255e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 67, t: 6.52519, relres: 8.77594e-09, relerr: 1.33697e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 170, t: 15.8204, relres: 9.8262e-09, relerr: 1.50464e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 208, t: 19.5788, relres: 7.718e-09, relerr: 1.18189e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 170, t: 16.1035, relres: 8.05749e-09, relerr: 1.233e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 76, t: 7.41012, relres: 9.81084e-09, relerr: 1.49655e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 213, t: 20.1773, relres: 8.88283e-09, relerr: 1.3602e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 212, t: 19.9489, relres: 8.02613e-09, relerr: 1.23005e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 83, t: 7.93213, relres: 9.8489e-09, relerr: 1.50703e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 86, t: 9.02228, relres: 9.63171e-09, relerr: 1.47222e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 786432, iter: 70, t: 8.47401, relres: 8.21511e-09, relerr: 1.25225e-08
