GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 131072, iter: 2500, t: 39.0576, relres: 0.0252217, relerr: 1.54706
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 542, t: 37.8215, relres: 8.44688e-09, relerr: 1.44014e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 607, t: 42.7263, relres: 9.58566e-09, relerr: 1.63997e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 380, t: 25.7931, relres: 9.52926e-09, relerr: 1.62054e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 558, t: 39.4383, relres: 8.68194e-09, relerr: 1.47643e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 279, t: 21.5555, relres: 9.40053e-09, relerr: 1.53404e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 551, t: 43.7778, relres: 8.4657e-09, relerr: 1.38458e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 220, t: 16.3995, relres: 8.26248e-09, relerr: 1.34952e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 292, t: 21.9618, relres: 8.0676e-09, relerr: 1.3168e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 324, t: 24.086, relres: 8.02508e-09, relerr: 1.31081e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 422, t: 31.5186, relres: 8.01956e-09, relerr: 1.31031e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 555, t: 40.3984, relres: 8.90397e-09, relerr: 1.45431e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 419, t: 30.8356, relres: 8.61307e-09, relerr: 1.40753e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 374, t: 27.6608, relres: 8.79784e-09, relerr: 1.43849e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 420, t: 31.4067, relres: 9.52568e-09, relerr: 1.55585e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 366, t: 27.6088, relres: 7.95194e-09, relerr: 1.29568e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 323, t: 24.5986, relres: 8.20445e-09, relerr: 1.33856e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 579, t: 42.6753, relres: 8.7577e-09, relerr: 1.43215e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 304, t: 23.1774, relres: 9.03553e-09, relerr: 1.47419e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 423, t: 31.1975, relres: 9.47052e-09, relerr: 1.54918e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 548, t: 41.1395, relres: 8.0351e-09, relerr: 1.31066e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 332, t: 24.477, relres: 8.37221e-09, relerr: 1.36523e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 514, t: 39.6771, relres: 8.98998e-09, relerr: 1.47068e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 498, t: 37.1209, relres: 8.73967e-09, relerr: 1.42912e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 705, t: 52.4654, relres: 8.76523e-09, relerr: 1.43012e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 502, t: 37.3423, relres: 9.52473e-09, relerr: 1.5548e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 297, t: 22.2434, relres: 9.35655e-09, relerr: 1.52867e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 292, t: 21.7893, relres: 9.63897e-09, relerr: 1.57292e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 1390, t: 103.915, relres: 9.5807e-09, relerr: 1.56446e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 346, t: 26.7372, relres: 8.6348e-09, relerr: 1.41031e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 237, t: 17.4664, relres: 9.42512e-09, relerr: 1.54118e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 1089, t: 80.1496, relres: 9.21298e-09, relerr: 1.50678e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 343, t: 25.6697, relres: 9.06783e-09, relerr: 1.48199e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 272, t: 20.4111, relres: 9.12647e-09, relerr: 1.48849e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 334, t: 26.5155, relres: 9.85162e-09, relerr: 1.61128e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 377, t: 27.5255, relres: 8.16722e-09, relerr: 1.33321e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 512, t: 38.1657, relres: 9.12748e-09, relerr: 1.49018e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 235, t: 17.4062, relres: 9.19119e-09, relerr: 1.50347e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 364, t: 27.0807, relres: 9.91343e-09, relerr: 1.6201e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 362, t: 27.3558, relres: 9.87159e-09, relerr: 1.61345e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 296, t: 22.2546, relres: 8.78774e-09, relerr: 1.43477e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 301, t: 22.3996, relres: 9.97796e-09, relerr: 1.62977e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 431, t: 31.6628, relres: 8.17651e-09, relerr: 1.33767e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 855, t: 64.5325, relres: 9.90593e-09, relerr: 1.61613e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 537, t: 39.9052, relres: 9.76151e-09, relerr: 1.59184e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 297, t: 21.9103, relres: 8.76444e-09, relerr: 1.43332e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 847, t: 62.8291, relres: 9.38606e-09, relerr: 1.53236e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 334, t: 26.7865, relres: 7.95422e-09, relerr: 1.30091e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 360, t: 26.8219, relres: 9.11659e-09, relerr: 1.4888e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 331, t: 24.626, relres: 8.79512e-09, relerr: 1.43777e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 285, t: 21.324, relres: 8.95995e-09, relerr: 1.46282e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 291, t: 22.5578, relres: 8.52247e-09, relerr: 1.39402e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 454, t: 33.1239, relres: 8.69424e-09, relerr: 1.42028e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 466, t: 35.5397, relres: 7.92076e-09, relerr: 1.29229e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 655360, iter: 380, t: 29.1725, relres: 9.54089e-09, relerr: 1.55468e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 349, t: 29.5427, relres: 8.85417e-09, relerr: 1.3971e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 324, t: 26.7406, relres: 9.59524e-09, relerr: 1.50943e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 243, t: 20.1252, relres: 9.99938e-09, relerr: 1.57526e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 488, t: 39.8246, relres: 9.08509e-09, relerr: 1.43338e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 349, t: 28.4834, relres: 9.0481e-09, relerr: 1.42707e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 249, t: 20.3906, relres: 7.8464e-09, relerr: 1.24052e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 670, t: 55.2648, relres: 8.24311e-09, relerr: 1.30032e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 302, t: 24.9352, relres: 8.31849e-09, relerr: 1.31401e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 217, t: 18.493, relres: 9.60856e-09, relerr: 1.51494e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 404, t: 32.9371, relres: 9.54665e-09, relerr: 1.50776e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 253, t: 20.8179, relres: 8.02974e-09, relerr: 1.26762e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 252, t: 21.1397, relres: 8.99058e-09, relerr: 1.41815e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 282, t: 22.9971, relres: 8.11487e-09, relerr: 1.28391e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 312, t: 25.5174, relres: 9.68457e-09, relerr: 1.52863e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 235, t: 19.7585, relres: 9.76066e-09, relerr: 1.54193e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 320, t: 26.1978, relres: 8.41701e-09, relerr: 1.32413e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 569, t: 47.7608, relres: 7.81877e-09, relerr: 1.23041e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 308, t: 25.0518, relres: 9.30036e-09, relerr: 1.46471e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 244, t: 19.852, relres: 9.1428e-09, relerr: 1.43978e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 409, t: 33.9127, relres: 9.76225e-09, relerr: 1.54023e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 352, t: 28.8411, relres: 8.41033e-09, relerr: 1.32454e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 198, t: 16.175, relres: 9.61488e-09, relerr: 1.51541e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 335, t: 27.9823, relres: 7.90141e-09, relerr: 1.245e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 272, t: 22.2513, relres: 9.91843e-09, relerr: 1.56055e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 732, t: 59.8496, relres: 9.00509e-09, relerr: 1.41945e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 426, t: 35.0682, relres: 7.79254e-09, relerr: 1.23113e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 253, t: 20.6633, relres: 9.94165e-09, relerr: 1.56536e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 433, t: 35.6914, relres: 7.81989e-09, relerr: 1.23376e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 691, t: 56.4713, relres: 7.8038e-09, relerr: 1.22771e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 267, t: 21.7697, relres: 7.84667e-09, relerr: 1.23947e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 220, t: 17.9929, relres: 9.81871e-09, relerr: 1.55127e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 224, t: 18.2624, relres: 9.65188e-09, relerr: 1.52124e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 214, t: 17.4955, relres: 8.25445e-09, relerr: 1.30299e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 306, t: 25.669, relres: 8.2398e-09, relerr: 1.29516e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 230, t: 19.038, relres: 8.74839e-09, relerr: 1.37805e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 263, t: 22.5179, relres: 8.46871e-09, relerr: 1.33908e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 240, t: 20.0338, relres: 8.23788e-09, relerr: 1.29951e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 410, t: 33.4698, relres: 8.11759e-09, relerr: 1.28044e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 234, t: 19.6355, relres: 9.37591e-09, relerr: 1.47764e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 379, t: 31.0584, relres: 9.08888e-09, relerr: 1.43326e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 271, t: 22.1301, relres: 9.88071e-09, relerr: 1.55721e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 243, t: 19.96, relres: 9.98644e-09, relerr: 1.57673e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 317, t: 25.7265, relres: 9.07147e-09, relerr: 1.43153e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 239, t: 19.7866, relres: 9.51079e-09, relerr: 1.50146e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 398, t: 32.4437, relres: 8.26621e-09, relerr: 1.30358e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 334, t: 28.4385, relres: 9.88227e-09, relerr: 1.55784e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 385, t: 31.7635, relres: 8.13085e-09, relerr: 1.28246e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 269, t: 22.1027, relres: 8.87918e-09, relerr: 1.40027e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 432, t: 35.1138, relres: 9.75944e-09, relerr: 1.53792e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 720896, iter: 287, t: 23.7308, relres: 8.05226e-09, relerr: 1.27232e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 283, t: 25.3388, relres: 8.92074e-09, relerr: 1.36679e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 314, t: 26.928, relres: 8.15337e-09, relerr: 1.24979e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 221, t: 19.9831, relres: 7.73411e-09, relerr: 1.18376e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 259, t: 23.7304, relres: 7.8035e-09, relerr: 1.19777e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 232, t: 20.6003, relres: 8.31711e-09, relerr: 1.27451e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 267, t: 24.7148, relres: 8.40348e-09, relerr: 1.28682e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 212, t: 19.7381, relres: 9.76027e-09, relerr: 1.49476e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 270, t: 25.7829, relres: 9.25804e-09, relerr: 1.41649e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 220, t: 20.1647, relres: 8.22398e-09, relerr: 1.25861e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 235, t: 22.4741, relres: 9.09953e-09, relerr: 1.38934e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 349, t: 32.0596, relres: 8.26089e-09, relerr: 1.26502e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 199, t: 18.1437, relres: 7.71159e-09, relerr: 1.18199e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 195, t: 17.2052, relres: 8.14804e-09, relerr: 1.24811e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 259, t: 23.0477, relres: 9.49367e-09, relerr: 1.45711e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 214, t: 19.7705, relres: 8.42611e-09, relerr: 1.2898e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 201, t: 18.6374, relres: 9.2e-09, relerr: 1.40754e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 380, t: 34.4817, relres: 9.28097e-09, relerr: 1.424e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 359, t: 32.7659, relres: 9.90786e-09, relerr: 1.51715e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 275, t: 24.3166, relres: 8.64954e-09, relerr: 1.32569e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 376, t: 36.0887, relres: 8.86189e-09, relerr: 1.36112e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 262, t: 23.6628, relres: 7.69922e-09, relerr: 1.178e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 234, t: 21.4968, relres: 7.91851e-09, relerr: 1.20985e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 247, t: 22.5278, relres: 7.74404e-09, relerr: 1.184e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 215, t: 19.4946, relres: 7.76515e-09, relerr: 1.18975e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 347, t: 31.366, relres: 9.58137e-09, relerr: 1.46485e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 362, t: 32.9221, relres: 8.99192e-09, relerr: 1.37425e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 296, t: 26.8602, relres: 9.31479e-09, relerr: 1.42756e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 192, t: 17.1963, relres: 9.08287e-09, relerr: 1.38841e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 203, t: 18.467, relres: 8.26462e-09, relerr: 1.26426e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 386, t: 34.8203, relres: 8.66354e-09, relerr: 1.32534e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 256, t: 23.0828, relres: 9.52856e-09, relerr: 1.45796e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 194, t: 17.6782, relres: 9.62387e-09, relerr: 1.476e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 326, t: 29.5527, relres: 9.96652e-09, relerr: 1.5301e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 295, t: 27.3746, relres: 9.69546e-09, relerr: 1.48295e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 258, t: 22.9722, relres: 7.68254e-09, relerr: 1.17588e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 214, t: 19.7053, relres: 8.16573e-09, relerr: 1.24723e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 316, t: 28.01, relres: 9.02833e-09, relerr: 1.38168e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 208, t: 18.749, relres: 9.30951e-09, relerr: 1.42681e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 192, t: 17.0362, relres: 9.90089e-09, relerr: 1.51508e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 265, t: 23.9176, relres: 8.56269e-09, relerr: 1.30949e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 218, t: 19.8448, relres: 8.44717e-09, relerr: 1.2942e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 234, t: 22.5387, relres: 9.65541e-09, relerr: 1.48007e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 191, t: 17.931, relres: 9.65933e-09, relerr: 1.48124e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 260, t: 23.6978, relres: 8.0988e-09, relerr: 1.24021e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 248, t: 22.5097, relres: 8.74542e-09, relerr: 1.33835e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 170, t: 15.0304, relres: 9.1262e-09, relerr: 1.39319e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 279, t: 25.3236, relres: 9.79803e-09, relerr: 1.4985e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 246, t: 23.7676, relres: 9.12016e-09, relerr: 1.39655e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 259, t: 24.3952, relres: 8.48021e-09, relerr: 1.29778e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 786432, iter: 239, t: 21.4335, relres: 8.82683e-09, relerr: 1.3511e-08
